"table_name","column_name","data_type"
"mstr_l_spromisetype","tenant_id","bigint"
"mstr_l_spromisetype","org_id","bigint"
"mstr_fram_f_acct_empl","asset_id","bigint"
"mstr_l_stock_movementtype","tenant_id","bigint"
"mstr_l_stock_movementtype","org_id","bigint"
"mstr_l_stockmovement","tenant_id","bigint"
"mstr_l_stockmovement","org_id","bigint"
"mstr_l_stockmovement","stockmovement_id","bigint"
"mstr_l_stockmovement","stockmovement_type_id","bigint"
"mstr_l_stockmovement","stockmovement_date_id","timestamp without time zone"
"mstr_l_stockmovement","is_dirty","boolean"
"mstr_l_sub_acct","tenant_id","bigint"
"mstr_l_sub_acct","org_id","bigint"
"mstr_l_sub_acct","sub_acct_id","bigint"
"mstr_l_sub_acct","acct_id","bigint"
"mstr_fram_f_acct_empl","prod_id","bigint"
"mstr_fram_f_acct_empl","locator_id","bigint"
"mstr_l_tenant","tenant_id","bigint"
"mstr_l_timeatt","tenant_id","bigint"
"mstr_l_timeatt","timeatt_id","bigint"
"mstr_l_timeatt","timeatt_org_id","bigint"
"mstr_l_timeatt","timeatt_keeper_id","bigint"
"mstr_l_timeatt_keeper","tenant_id","bigint"
"mstr_l_timeatt_keeper","org_id","bigint"
"mstr_l_timeatt_keeper","timeatt_keeper_id","bigint"
"mstr_l_timeatt_org","tenant_id","bigint"
"mstr_l_timeatt_org","timeatt_org_id","bigint"
"mstr_l_timeexpense","tenant_id","bigint"
"mstr_l_timeexpense","org_id","bigint"
"mstr_l_timeexpense","timeexpense_id","bigint"
"mstr_l_timeexpense","timeexpense_type_id","bigint"
"mstr_l_timeexpense","timeexpense_bpartner_id","bigint"
"mstr_l_timeexpense_type","tenant_id","bigint"
"mstr_l_timeexpense_type","org_id","bigint"
"mstr_l_timeexpense_type","timeexpense_type_id","bigint"
"mstr_l_timesheet_sourcetype","tenant_id","bigint"
"mstr_l_timesheet_sourcetype","org_id","bigint"
"mstr_l_timesheet_sourcetype","ts_sourcetype_id","bigint"
"mstr_l_timetype","tenant_id","bigint"
"mstr_l_timetype","org_id","bigint"
"mstr_l_timetype","timetype_id","bigint"
"mstr_l_uom","tenant_id","bigint"
"mstr_l_uom","org_id","bigint"
"mstr_l_uom","uom_id","bigint"
"mstr_l_warehouse","tenant_id","bigint"
"mstr_l_warehouse","org_id","bigint"
"mstr_l_warehouse","warehouse_id","bigint"
"mstr_paam_f_matreceipt_line","f_matreceipt_line_id","bigint"
"mstr_paam_f_matreceipt_line","tenant_id","bigint"
"mstr_paam_f_matreceipt_line","org_id","bigint"
"mstr_paam_f_matreceipt_line","matreceipt_line_id","bigint"
"mstr_paam_f_matreceipt_line","matreceipt_line_no","bigint"
"mstr_paam_f_matreceipt_line","matreceipt_id","bigint"
"mstr_paam_f_matreceipt_line","matreceipt_type_id","bigint"
"mstr_paam_f_matreceipt_line","matreceipt_date","timestamp without time zone"
"mstr_paam_f_matreceipt_line","doc_currency_id","bigint"
"mstr_paam_f_matreceipt_line","bpartner_id","bigint"
"mstr_paam_f_matreceipt_line","bp_location_id","bigint"
"mstr_paam_f_matreceipt_line","sales_rep_id","bigint"
"mstr_paam_f_matreceipt_line","prod_id","bigint"
"mstr_paam_f_matreceipt_line","warehouse_id","bigint"
"mstr_paam_f_matreceipt_line","order_id","bigint"
"mstr_paam_f_matreceipt_line","order_line_id","bigint"
"mstr_paam_f_matreceipt_line","prod_volume","numeric"
"mstr_paam_f_matreceipt_line","prod_netweight","numeric"
"mstr_paam_f_matreceipt_line","qty_received","numeric"
"mstr_paam_f_matreceipt_line","net_amt_received","numeric"
"mstr_paam_f_matreceipt_line","doc_net_amt_received","numeric"
"mstr_paam_f_matreceipt_line","ref_net_amt_received","numeric"
"mstr_paam_f_matreceipt_line","created","timestamp without time zone"
"mstr_paam_f_matreceipt_line","activity_id","bigint"
"mstr_paam_f_matreceipt_line","campaign_id","bigint"
"mstr_paam_f_matreceipt_line","cost_center_id","bigint"
"mstr_paam_f_matreceipt_line","project_id","bigint"
"mstr_paam_f_matreceipt_line","project_phase_id","bigint"
"mstr_paam_f_matreceipt_line","project_task_id","bigint"
"mstr_paam_f_matreceipt_line","charge_id","bigint"
"mstr_paam_f_matreceipt_line","proj_parent_id","bigint"
"mstr_paam_f_matreceipt_line","proj_parent_phase_id","bigint"
"mstr_paam_f_matreceipt_line","completed_date","timestamp without time zone"
"mstr_paam_f_matreceipt_line","resource_id","bigint"
"mstr_paam_f_matreceipt_line","is_dirty","boolean"
"mstr_paam_f_order_line","f_po_line_id","bigint"
"mstr_paam_f_order_line","tenant_id","bigint"
"mstr_paam_f_order_line","org_id","bigint"
"mstr_paam_f_order_line","order_line_id","bigint"
"mstr_paam_f_order_line","order_id","bigint"
"mstr_paam_f_order_line","order_type_id","bigint"
"mstr_paam_f_order_line","order_date","timestamp without time zone"
"mstr_paam_f_order_line","doc_currency_id","numeric"
"mstr_paam_f_order_line","bpartner_id","bigint"
"mstr_paam_f_order_line","bp_location_id","bigint"
"mstr_paam_f_order_line","invoice_bpartner_id","bigint"
"mstr_paam_f_order_line","invoice_location_id","bigint"
"mstr_paam_f_order_line","sales_rep_id","bigint"
"mstr_paam_f_order_line","prod_id","bigint"
"mstr_paam_f_order_line","warehouse_id","bigint"
"mstr_paam_f_order_line","prod_volume","numeric"
"mstr_paam_f_order_line","prod_netweight","numeric"
"mstr_paam_f_order_line","qty_ordered","numeric"
"mstr_paam_f_order_line","qty_not_received","numeric"
"mstr_paam_f_order_line","qty_not_invoiced","numeric"
"mstr_paam_f_order_line","net_amt_ordered","numeric"
"mstr_paam_f_order_line","net_amt_not_received","numeric"
"mstr_paam_f_order_line","net_amt_not_invoiced","numeric"
"mstr_paam_f_order_line","doc_net_amt_ordered","numeric"
"mstr_paam_f_order_line","doc_net_amt_not_received","numeric"
"mstr_paam_f_order_line","doc_net_amt_not_invoiced","numeric"
"mstr_paam_f_order_line","ref_net_amt_ordered","numeric"
"mstr_paam_f_order_line","ref_net_amt_not_received","numeric"
"mstr_paam_f_order_line","ref_net_amt_not_invoiced","numeric"
"mstr_paam_f_order_line","created","timestamp without time zone"
"mstr_paam_f_order_line","activity_id","bigint"
"mstr_paam_f_order_line","campaign_id","bigint"
"mstr_paam_f_order_line","contract_id","bigint"
"mstr_paam_f_order_line","cost_center_id","bigint"
"mstr_paam_f_order_line","project_id","bigint"
"mstr_paam_f_order_line","project_phase_id","bigint"
"mstr_paam_f_order_line","project_task_id","bigint"
"mstr_paam_f_order_line","charge_id","bigint"
"mstr_paam_f_order_line","proj_parent_id","bigint"
"mstr_paam_f_order_line","proj_parent_phase_id","bigint"
"mstr_paam_f_order_line","resource_id","bigint"
"mstr_fram_f_acct_empl","campaign_id","bigint"
"mstr_paam_f_order_line","is_dirty","boolean"
"mstr_paam_f_requisition_line","f_requisition_line_id","bigint"
"mstr_paam_f_requisition_line","tenant_id","bigint"
"mstr_paam_f_requisition_line","org_id","bigint"
"mstr_paam_f_requisition_line","cost_center_id","bigint"
"mstr_paam_f_requisition_line","requisition_line_id","bigint"
"mstr_paam_f_requisition_line","requisition_line_no","bigint"
"mstr_paam_f_requisition_line","requisition_id","bigint"
"mstr_paam_f_requisition_line","requisition_date","timestamp without time zone"
"mstr_paam_f_requisition_line","bpartner_id","bigint"
"mstr_paam_f_requisition_line","sales_rep_id","bigint"
"mstr_paam_f_requisition_line","charge_id","bigint"
"mstr_paam_f_requisition_line","prod_id","bigint"
"mstr_paam_f_requisition_line","warehouse_id","bigint"
"mstr_paam_f_requisition_line","currency_id","bigint"
"mstr_paam_f_requisition_line","project_id","bigint"
"mstr_paam_f_requisition_line","project_phase_id","bigint"
"mstr_paam_f_requisition_line","project_task_id","bigint"
"mstr_paam_f_requisition_line","activity_id","bigint"
"mstr_paam_f_requisition_line","employee_id","bigint"
"mstr_paam_f_requisition_line","requisition_qty","numeric"
"mstr_paam_f_requisition_line","prod_volume","numeric"
"mstr_paam_f_requisition_line","prod_netweight","numeric"
"mstr_paam_f_requisition_line","requisition_amt","numeric"
"mstr_paam_f_requisition_line","requisition_amt_doc","numeric"
"mstr_paam_f_requisition_line","requisition_amt_ref","numeric"
"mstr_fram_f_acct_empl","gl_category_id","bigint"
"mstr_fram_f_acct_empl","doc_basetype_id","bigint"
"mstr_fram_f_acct_empl","acct_amt","numeric"
"mstr_fram_f_acct_empl","acct_amt_d","numeric"
"mstr_fram_f_acct_empl","acct_amt_c","numeric"
"mstr_fram_f_acct_empl","tax_amt","numeric"
"mstr_fram_f_acct_empl","acct_qty","numeric"
"mstr_fram_f_acct_empl","src_amt","numeric"
"mstr_fram_f_acct_empl","src_amt_d","numeric"
"mstr_fram_f_acct_empl","src_amt_c","numeric"
"mstr_fram_f_acct_empl","src_currency_id","bigint"
"mstr_fram_f_acct_empl","salesregion_id","bigint"
"mstr_fram_f_acct_empl","contract_id","bigint"
"mstr_pcam_f_billablehours","f_billablehours_id","bigint"
"mstr_pcam_f_billablehours","ts_sourcetype_id","bigint"
"mstr_pcam_f_billablehours","tenant_id","bigint"
"mstr_pcam_f_billablehours","org_id","bigint"
"mstr_pcam_f_billablehours","date_id","timestamp without time zone"
"mstr_pcam_f_billablehours","cost_center_id","bigint"
"mstr_pcam_f_billablehours","bpartner_id","bigint"
"mstr_pcam_f_billablehours","project_id","bigint"
"mstr_pcam_f_billablehours","project_phase_id","bigint"
"mstr_pcam_f_billablehours","project_task_id","bigint"
"mstr_pcam_f_billablehours","employee_id","bigint"
"mstr_pcam_f_billablehours","activity_id","bigint"
"mstr_pcam_f_billablehours","prod_id","bigint"
"mstr_pcam_f_billablehours","prod_family_id","bigint"
"mstr_pcam_f_billablehours","request_id","bigint"
"mstr_pcam_f_billablehours","billable_hours","numeric"
"mstr_pcam_f_counterreading","tenant_id","bigint"
"mstr_pcam_f_counterreading","org_id","bigint"
"mstr_pcam_f_counterreading","date_id","timestamp without time zone"
"mstr_pcam_f_counterreading","counter_id","bigint"
"mstr_pcam_f_counterreading","indextype_id","bigint"
"mstr_pcam_f_counterreading","resource_id","bigint"
"mstr_pcam_f_counterreading","bpartner_id","bigint"
"mstr_pcam_f_counterreading","contract_id","bigint"
"mstr_pcam_f_counterreading","project_id","bigint"
"mstr_pcam_f_counterreading","activity_id","bigint"
"mstr_pcam_f_counterreading","asset_id","bigint"
"mstr_pcam_f_counterreading","consumption","numeric"
"mstr_pcam_f_counterreading","amt","numeric"
"mstr_pcam_f_counterreading","amt_other","numeric"
"mstr_pcam_f_empl_target_ohe","tenant_id","bigint"
"mstr_pcam_f_empl_target_ohe","org_id","bigint"
"mstr_pcam_f_empl_target_ohe","employee_id","bigint"
"mstr_pcam_f_empl_target_ohe","mnth_id","bigint"
"mstr_pcam_f_empl_target_ohe","target_ohe","numeric"
"mstr_pcam_f_npv_values","tenant_id","bigint"
"mstr_pcam_f_npv_values","org_id","bigint"
"mstr_pcam_f_npv_values","proj_parent_id","bigint"
"mstr_pcam_f_npv_values","npv_line_id","bigint"
"mstr_pcam_f_npv_values","mnth_id","bigint"
"mstr_pcam_f_npv_values","val_budget","numeric"
"mstr_pcam_f_npv_values","val_realized","numeric"
"mstr_pcam_f_npv_values","created","timestamp without time zone"
"mstr_pcam_f_project","f_project_id","integer"
"mstr_pcam_f_project","tenant_id","integer"
"mstr_pcam_f_project","org_id","integer"
"mstr_pcam_f_project","project_id","integer"
"mstr_pcam_f_project","currency_id","integer"
"mstr_pcam_f_project","activity_id","integer"
"mstr_pcam_f_project","bpartner_id","integer"
"mstr_pcam_f_project","campaign_id","integer"
"mstr_pcam_f_project","contract_id","integer"
"mstr_pcam_f_project","cost_center_id","integer"
"mstr_pcam_f_project","sales_rep_id","integer"
"mstr_pcam_f_project","contractual_amt","numeric"
"mstr_pcam_f_project","contractual_amt_doc","numeric"
"mstr_pcam_f_project","contractual_amt_ref","numeric"
"mstr_pcam_f_project_detail","f_project_detail_id","bigint"
"mstr_pcam_f_project_detail","tenant_id","bigint"
"mstr_pcam_f_project_detail","org_id","bigint"
"mstr_pcam_f_project_detail","contract_id","bigint"
"mstr_pcam_f_project_detail","project_id","bigint"
"mstr_pcam_f_project_detail","project_phase_id","bigint"
"mstr_pcam_f_project_detail","project_task_id","bigint"
"mstr_pcam_f_project_detail","bpartner_id","bigint"
"mstr_pcam_f_project_detail","cost_center_id","bigint"
"mstr_pcam_f_project_detail","currency_id","bigint"
"mstr_pcam_f_project_detail","activity_id","bigint"
"mstr_pcam_f_project_detail","planned_amt_doc","numeric"
"mstr_pcam_f_project_detail","planned_amt","numeric"
"mstr_pcam_f_project_detail","planned_amt_ref","numeric"
"mstr_pcam_f_project_detail","realized_amt_doc","numeric"
"mstr_pcam_f_project_detail","realized_amt","numeric"
"mstr_pcam_f_project_detail","realized_amt_ref","numeric"
"mstr_pcam_f_project_detail","campaign_id","bigint"
"mstr_pcam_f_project_detail","planned_qty","numeric"
"mstr_pcam_f_project_detail","prod_id","bigint"
"mstr_pcam_f_project_detail","realized_qty","numeric"
"mstr_pcam_f_project_detail","committed_qty","numeric"
"mstr_pcam_f_project_detail","committed_amt","numeric"
"mstr_pcam_f_project_detail","committed_amt_ref","numeric"
"mstr_pcam_f_project_detail","committed_amt_doc","numeric"
"mstr_pcam_f_project_detail","invoiced_qty","numeric"
"mstr_pcam_f_project_detail","invoiced_amt","numeric"
"mstr_pcam_f_project_detail","invoiced_amt_ref","numeric"
"mstr_pcam_f_project_detail","invoiced_amt_doc","numeric"
"mstr_pcam_f_project_detail","prod_category_id","bigint"
"mstr_pcam_f_project_detail","sales_rep_id","bigint"
"mstr_pcam_f_project_detail","project_detail_line","bigint"
"mstr_pcam_f_project_detail","is_dirty","boolean"
"mstr_pcam_f_project_invoiced_old","tenant_id","bigint"
"mstr_pcam_f_project_invoiced_old","org_id","bigint"
"mstr_pcam_f_project_invoiced_old","date_id","timestamp without time zone"
"mstr_pcam_f_project_invoiced_old","project_id","bigint"
"mstr_pcam_f_project_invoiced_old","currency_id","bigint"
"mstr_pcam_f_project_invoiced_old","invoiced_amt_doc","numeric"
"mstr_pcam_f_project_invoiced_old","invoiced_amt","numeric"
"mstr_pcam_f_project_invoiced_old","contract_id","bigint"
"mstr_pcam_f_project_invoiced_old","sales_rep_id","bigint"
"mstr_pcam_f_project_invoiced_old","invoiced_hours","numeric"
"mstr_pcam_f_project_invoiced_old","invoiced_amt_ref","numeric"
"mstr_pcam_f_project_invoiced_old","activity_id","bigint"
"mstr_pcam_f_project_invoiced_old","bpartner_id","bigint"
"mstr_pcam_f_project_invoiced_old","campaign_id","bigint"
"mstr_pcam_f_project_invoiced_old","cost_center_id","bigint"
"mstr_pcam_f_project_plans","f_project_plan_id","bigint"
"mstr_pcam_f_project_plans","tenant_id","bigint"
"mstr_pcam_f_project_plans","org_id","bigint"
"mstr_pcam_f_project_plans","project_id","bigint"
"mstr_pcam_f_project_plans","currency_id","bigint"
"mstr_pcam_f_project_plans","planned_amt","numeric"
"mstr_pcam_f_project_plans","planned_amt_doc","numeric"
"mstr_pcam_f_project_plans","planned_amt_ref","numeric"
"mstr_pcam_f_project_plans","planned_hours","numeric"
"mstr_pcam_f_project_plans","committed_amt","numeric"
"mstr_pcam_f_project_plans","committed_amt_doc","numeric"
"mstr_pcam_f_project_plans","committed_amt_ref","numeric"
"mstr_pcam_f_project_plans","committed_hours","numeric"
"mstr_pcam_f_project_plans","activity_id","bigint"
"mstr_pcam_f_project_plans","bpartner_id","bigint"
"mstr_pcam_f_project_plans","campaign_id","bigint"
"mstr_pcam_f_project_plans","contract_id","bigint"
"mstr_pcam_f_project_plans","cost_center_id","bigint"
"mstr_pcam_f_project_plans","sales_rep_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","tenant_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","org_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","date_id","timestamp without time zone"
"mstr_pcam_f_projphase_invoiced_old","project_phase_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","currency_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","invoiced_amt_doc","numeric"
"mstr_pcam_f_projphase_invoiced_old","invoiced_amt","numeric"
"mstr_pcam_f_projphase_invoiced_old","sales_rep_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","invoiced_hours","numeric"
"mstr_pcam_f_projphase_invoiced_old","invoiced_amt_ref","numeric"
"mstr_pcam_f_projphase_invoiced_old","project_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","activity_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","bpartner_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","campaign_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","contract_id","bigint"
"mstr_pcam_f_projphase_invoiced_old","cost_center_id","bigint"
"mstr_pcam_f_projphase_plans","f_projphase_plan_id","bigint"
"mstr_pcam_f_projphase_plans","tenant_id","bigint"
"mstr_pcam_f_projphase_plans","org_id","bigint"
"mstr_pcam_f_projphase_plans","project_id","bigint"
"mstr_pcam_f_projphase_plans","project_phase_id","bigint"
"mstr_pcam_f_projphase_plans","currency_id","bigint"
"mstr_pcam_f_projphase_plans","planned_amt","numeric"
"mstr_pcam_f_projphase_plans","planned_amt_doc","numeric"
"mstr_pcam_f_projphase_plans","planned_amt_ref","numeric"
"mstr_pcam_f_projphase_plans","planned_hours","numeric"
"mstr_pcam_f_projphase_plans","committed_amt","numeric"
"mstr_pcam_f_projphase_plans","committed_amt_doc","numeric"
"mstr_pcam_f_projphase_plans","committed_amt_ref","numeric"
"mstr_pcam_f_projphase_plans","committed_hours","numeric"
"mstr_pcam_f_projphase_plans","activity_id","bigint"
"mstr_pcam_f_projphase_plans","bpartner_id","bigint"
"mstr_pcam_f_projphase_plans","campaign_id","bigint"
"mstr_pcam_f_projphase_plans","contract_id","bigint"
"mstr_pcam_f_projphase_plans","cost_center_id","bigint"
"mstr_pcam_f_projphase_plans","sales_rep_id","bigint"
"mstr_pcam_f_projphase_plans","is_dirty","boolean"
"mstr_pcam_f_request","f_request_id","bigint"
"mstr_pcam_f_request","tenant_id","bigint"
"mstr_pcam_f_request","org_id","bigint"
"mstr_pcam_f_request","request_id","bigint"
"mstr_pcam_f_request","request_representative_id","bigint"
"mstr_pcam_f_request","bpartner_id","bigint"
"mstr_pcam_f_request","project_id","bigint"
"mstr_pcam_f_request","project_phase_id","bigint"
"mstr_pcam_f_request","project_task_id","bigint"
"mstr_pcam_f_request","prod_family_id","bigint"
"mstr_pcam_f_request","request_created_date","timestamp without time zone"
"mstr_pcam_f_request","first_response_date","timestamp without time zone"
"mstr_pcam_f_request","last_confirmation_date","timestamp without time zone"
"mstr_pcam_f_request","request_planned_hours","numeric"
"mstr_pcam_f_request","request_spent_hours","numeric"
"mstr_pcam_f_request","request_amount","numeric"
"mstr_pcam_f_request","request_response_time","numeric"
"mstr_pcam_f_request","request_solving_time","numeric"
"mstr_pcam_f_request","activity_id","bigint"
"mstr_pcam_f_request","campaign_id","bigint"
"mstr_pcam_f_request","currency_id","bigint"
"mstr_pcam_f_request","request_amount_doc","numeric"
"mstr_pcam_f_request","request_amount_ref","numeric"
"mstr_pcam_f_request","is_dirty","boolean"
"mstr_pcam_f_request_counters","tenant_id","bigint"
"mstr_pcam_f_request_counters","org_id","bigint"
"mstr_pcam_f_request_counters","date_id","timestamp without time zone"
"mstr_pcam_f_request_counters","request_category_id","bigint"
"mstr_pcam_f_request_counters","request_group_id","bigint"
"mstr_pcam_f_request_counters","request_type_id","bigint"
"mstr_pcam_f_request_counters","request_status_id","bigint"
"mstr_pcam_f_request_counters","request_resolution_id","bigint"
"mstr_pcam_f_request_counters","request_priority_id","bigint"
"mstr_pcam_f_request_counters","request_priorityuser_id","bigint"
"mstr_pcam_f_request_counters","request_source_id","bigint"
"mstr_pcam_f_request_counters","request_representative_id","bigint"
"mstr_pcam_f_request_counters","request_functionality_id","bigint"
"mstr_pcam_f_request_counters","bpartner_id","bigint"
"mstr_pcam_f_request_counters","project_id","bigint"
"mstr_pcam_f_request_counters","project_phase_id","bigint"
"mstr_pcam_f_request_counters","project_task_id","bigint"
"mstr_pcam_f_request_counters","role_id","bigint"
"mstr_pcam_f_request_counters","prod_family_id","bigint"
"mstr_pcam_f_request_counters","count_created","numeric"
"mstr_pcam_f_request_counters","count_closed","numeric"
"mstr_pcam_f_request_counters","activity_id","bigint"
"mstr_pcam_f_request_counters","campaign_id","bigint"
"mstr_pcam_f_request_update","f_request_update_id","bigint"
"mstr_pcam_f_request_update","tenant_id","bigint"
"mstr_pcam_f_request_update","org_id","bigint"
"mstr_pcam_f_request_update","date_id","timestamp without time zone"
"mstr_pcam_f_request_update","request_update_id","bigint"
"mstr_pcam_f_request_update","request_status_id","bigint"
"mstr_pcam_f_request_update","request_representative_id","bigint"
"mstr_pcam_f_request_update","request_id","bigint"
"mstr_pcam_f_request_update","bpartner_id","bigint"
"mstr_pcam_f_request_update","project_id","bigint"
"mstr_pcam_f_request_update","project_phase_id","bigint"
"mstr_pcam_f_request_update","project_task_id","bigint"
"mstr_pcam_f_request_update","prod_family_id","bigint"
"mstr_pcam_f_request_update","activity_id","bigint"
"mstr_pcam_f_request_update","employee_id","bigint"
"mstr_pcam_f_request_update","starttime","timestamp without time zone"
"mstr_pcam_f_request_update","endtime","timestamp without time zone"
"mstr_pcam_f_request_update","request_spent_hours","numeric"
"mstr_pcam_f_request_update","request_invoiced_hours","numeric"
"mstr_pcam_f_request_update","campaign_id","bigint"
"mstr_pcam_f_request_update","is_dirty","boolean"
"mstr_pcam_f_request_stock_hist_temp_partitionare","tenant_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","org_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","date_id","timestamp without time zone"
"mstr_pcam_f_request_stock_hist_temp_partitionare","request_category_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","request_group_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","request_type_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","request_source_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","bpartner_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","project_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","project_phase_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","project_task_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","prod_family_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","request_functionality_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","request_priority_id","bigint"
"mstr_pcam_f_request_stock_hist_temp_partitionare","request_stock_onhand","numeric"
"mstr_pcam_f_request_stock_hist_temp_partitionare","created","timestamp without time zone"
"mstr_pcam_f_target_ohe","org_id","bigint"
"mstr_pcam_f_target_ohe","employee_id","bigint"
"mstr_pcam_f_target_ohe","proj_type_id","bigint"
"mstr_pcam_f_target_ohe","mnth_id","bigint"
"mstr_pcam_f_target_ohe","tenant_id","bigint"
"mstr_pcam_f_target_ohe","target_ohe","numeric"
"mstr_pcam_f_timeatt","tenant_id","bigint"
"mstr_pcam_f_timeatt","org_id","bigint"
"mstr_pcam_f_timeatt","timeatt_id","bigint"
"mstr_pcam_f_timeatt","timeatt_org_id","bigint"
"mstr_pcam_f_timeatt","timeatt_keeper_id","bigint"
"mstr_pcam_f_timeatt","date_id","timestamp without time zone"
"mstr_pcam_f_timeatt","cost_center_id","bigint"
"mstr_pcam_f_timeatt","employee_id","bigint"
"mstr_pcam_f_timeatt","timetype_id","bigint"
"mstr_pcam_f_timeatt","timeatt_norm","numeric"
"mstr_pcam_f_timeatt","timeatt_hours","numeric"
"mstr_pcam_f_timeatt","is_dirty","boolean"
"mstr_pcam_f_timeatt_stock","tenant_id","bigint"
"mstr_pcam_f_timeatt_stock","org_id","bigint"
"mstr_pcam_f_timeatt_stock","timeatt_id","bigint"
"mstr_pcam_f_timeatt_stock","timeatt_org_id","bigint"
"mstr_pcam_f_timeatt_stock","timeatt_keeper_id","bigint"
"mstr_pcam_f_timeatt_stock","mnth_id","bigint"
"mstr_pcam_f_timeatt_stock","cost_center_id","bigint"
"mstr_pcam_f_timeatt_stock","employee_id","bigint"
"mstr_pcam_f_timeatt_stock","initialhoursstock","numeric"
"mstr_pcam_f_timeatt_stock","finalhoursstock","numeric"
"mstr_pcam_f_timeatt_stock","compensatedhoursstock","numeric"
"mstr_pcam_f_timeatt_stock","normhours","numeric"
"mstr_pcam_f_timeatt_stock","totalhours","numeric"
"mstr_pcam_f_timeatt_stock","totalhours4stock","numeric"
"mstr_pcam_f_timeexpense","f_timeexpenseline_id","bigint"
"mstr_pcam_f_timeexpense","tenant_id","bigint"
"mstr_pcam_f_timeexpense","org_id","bigint"
"mstr_pcam_f_timeexpense","date_id","timestamp without time zone"
"mstr_pcam_f_timeexpense","timeexpense_id","bigint"
"mstr_pcam_f_timeexpense","activity_id","bigint"
"mstr_pcam_f_timeexpense","bpartner_id","bigint"
"mstr_pcam_f_timeexpense","campaign_id","bigint"
"mstr_pcam_f_timeexpense","currency_id","bigint"
"mstr_pcam_f_timeexpense","project_id","bigint"
"mstr_pcam_f_timeexpense","project_phase_id","bigint"
